{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-25', '2_oilPressure_ch': '5.18', 'Number': 25736, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.12', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.61', 'Number': 26950, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.40', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.32', 'Number': 26951, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.90', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.32', 'Number': 26952, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.19', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '6.53', 'Number': 26953, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '6.32', 'Number': 26954, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '5.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.75', 'Number': 26955, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.12', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.04', 'Number': 26956, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.39', 'Number': 26957, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '6.03', 'Number': 26958, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '5.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '6.18', 'Number': 26959, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.68', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.25', 'Number': 26960, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.90', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '4.54', 'Number': 26961, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.76', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.75', 'Number': 26962, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.82', 'Number': 26963, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.68', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '6.25', 'Number': 26964, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.75', 'Number': 26965, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '4.97', 'Number': 26966, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.62', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.25', 'Number': 26967, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.89', 'Number': 26968, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.47', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '6.03', 'Number': 26969, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.82', 'Number': 26970, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.39', 'Number': 26971, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.61', 'Number': 26972, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.75', 'Number': 26973, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.68', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.96', 'Number': 26974, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.75', 'Number': 26975, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.40', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.04', 'Number': 26976, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.62', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.82', 'Number': 26977, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.47', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.96', 'Number': 26978, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '5.18', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.96', 'Number': 26979, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.75', 'Number': 26980, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.47', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.47', 'Number': 26981, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.04', 'Number': 26982, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.96', 'Number': 26983, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '6.10', 'Number': 26984, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '5.11', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.39', 'Number': 26985, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.39', 'Number': 26986, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.19', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.39', 'Number': 26987, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.19', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.82', 'Number': 26988, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '6.32', 'Number': 26989, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.90', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.82', 'Number': 26990, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.68', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.18', 'Number': 26991, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.39', 'Number': 26992, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.61', 'Number': 26993, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.47', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '6.39', 'Number': 26994, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.97', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.75', 'Number': 26995, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.26', '8_oilPressure_ch': '0.42', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.18', 'Number': 26996, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.55', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.61', 'Number': 26997, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.40', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.47', 'Number': 26998, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.33', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.96', 'Number': 26999, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.47', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.75', 'Number': 27000, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.26', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.61', 'Number': 27001, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.25', 'Number': 27002, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.26', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.75', 'Number': 27003, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.47', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.96', 'Number': 27004, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.96', 'Number': 27005, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.68', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.39', 'Number': 27006, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.32', 'Number': 27007, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.90', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '4.83', 'Number': 27008, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.47', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.61', 'Number': 27009, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.82', 'Number': 27010, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.68', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.96', 'Number': 27011, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.25', 'Number': 27012, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.69', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.61', 'Number': 27013, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.19', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.47', 'Number': 27014, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.54', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '6.39', 'Number': 27015, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '5.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.82', 'Number': 27016, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.26', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.54', 'Number': 27017, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.18', 'Number': 27018, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.25', 'Number': 27019, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '6.03', 'Number': 27020, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '5.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.89', 'Number': 27021, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.61', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.47', 'Number': 27022, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.12', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-37', '2_oilPressure_ch': '5.61', 'Number': 27023, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.90', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-38', '2_oilPressure_ch': '5.25', 'Number': 27024, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '3.90', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-38', '2_oilPressure_ch': '5.96', 'Number': 27025, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.83', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-38', '2_oilPressure_ch': '6.32', 'Number': 27026, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '5.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-38', '2_oilPressure_ch': '5.61', 'Number': 27027, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.07', '6_oilPressure_ch': '0.0', 'time': '8-16-13-38', '2_oilPressure_ch': '5.39', 'Number': 27028, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-38', '2_oilPressure_ch': '5.32', 'Number': 27029, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-38', '2_oilPressure_ch': '5.47', 'Number': 27030, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.26', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-38', '2_oilPressure_ch': '6.39', 'Number': 27031, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '5.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-38', '2_oilPressure_ch': '5.75', 'Number': 27032, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.19', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-38', '2_oilPressure_ch': '5.61', 'Number': 27033, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-38', '2_oilPressure_ch': '5.39', 'Number': 27034, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.04', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
