{'engine_speed': '0.0', 'fluid_two': '0.0', 'fluid_four': '0.0', 'fluid_three': '0.0', 'time': '23-11-1-1', 'fluid_senven': '0.0', 'fluid_one': '0.0', 'fluid_eight': '0.0', 'oil_allowance': '496', 'fluid_six': '0.0', 'oil_pressure': '7.84', 'water_temperature': '66.5', 'fluid_five': '0.0', 'battery_voltage': '23.7'}
{'time': '23-16-35-2', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-35-7', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-35-11', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-35-16', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-35-21', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '488', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-35-27', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-35-33', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-35-38', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-35-43', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-35-49', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-35-54', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-36-0', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-36-4', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-36-10', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-36-15', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-36-21', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-36-23', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-36-29', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-36-35', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '488', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-36-40', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-36-44', 'oil_pressure': '6.28', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-36-50', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-36-54', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-36-59', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-37-4', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'time': '23-16-37-10', 'oil_pressure': '6.24', 'fluid_senven': '0.0', 'battery_voltage': '23.8', 'fluid_two': '0.0', 'fluid_five': '0.0', 'oil_allowance': '484', 'fluid_three': '0.0', 'fluid_one': '655.', 'fluid_six': '0.0', 'fluid_four': '0.0', 'fluid_eight': '0.0', 'water_temperature': '66.1', 'engine_speed': '0.0'}
{'fluid_three': '1.08', 'fluid_eight': '0.0', 'time': '23-16-50-37', 'fluid_six': '0.0', 'oil_pressure': '6.44', 'fluid_four': '0.42', 'engine_speed': '324.91', 'fluid_five': '0.0', 'battery_voltage': '25.0', 'fluid_one': '1.09', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.16'}
{'fluid_three': '1.08', 'fluid_eight': '0.0', 'time': '23-16-50-41', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.63', 'engine_speed': '450.98', 'fluid_five': '0.0', 'battery_voltage': '25.5', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.16'}
{'fluid_three': '1.08', 'fluid_eight': '0.0', 'time': '23-16-50-45', 'fluid_six': '0.0', 'oil_pressure': '6.44', 'fluid_four': '0.73', 'engine_speed': '577.51', 'fluid_five': '0.0', 'battery_voltage': '25.1', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.08', 'fluid_eight': '0.0', 'time': '23-16-50-50', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.77', 'engine_speed': '704.04', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-50-56', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '759.01', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-50-59', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.79', 'engine_speed': '758.55', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-51-3', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '758.32', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-51-8', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '758.67', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-51-12', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '758.67', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-51-17', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '758.67', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-51-22', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '758.90', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-51-28', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '759.19', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-51-32', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '759.53', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-51-36', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.79', 'engine_speed': '759.88', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-51-41', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '760.11', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-51-45', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '760.34', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-51-51', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '760.69', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-51-56', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '760.75', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-51-59', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '761.09', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-52-4', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '761.38', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-52-10', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '761.50', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-52-14', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '761.79', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-52-19', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '761.73', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-52-24', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '761.96', 'fluid_five': '0.0', 'battery_voltage': '8.42', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.18'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-52-29', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.79', 'engine_speed': '762.02', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-52-35', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '762.02', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.18'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-52-41', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.79', 'engine_speed': '762.31', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-52-46', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.79', 'engine_speed': '762.31', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-52-51', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.79', 'engine_speed': '762.54', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-52-56', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '762.54', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '484', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-53-1', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '762.71', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-53-5', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '762.89', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '484', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.1', 'fluid_eight': '0.0', 'time': '23-16-53-9', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.79', 'engine_speed': '762.89', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-53-15', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.79', 'engine_speed': '763.06', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-53-21', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.79', 'engine_speed': '763.06', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-53-26', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '763.23', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-53-30', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.79', 'engine_speed': '763.29', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-53-35', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.79', 'engine_speed': '763.35', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.1', 'fluid_eight': '0.0', 'time': '23-16-53-40', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.79', 'engine_speed': '763.58', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-53-45', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.79', 'engine_speed': '763.64', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.1', 'fluid_eight': '0.0', 'time': '23-16-53-51', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.79', 'engine_speed': '763.75', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '484', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-53-55', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.79', 'engine_speed': '763.87', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-54-1', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '763.81', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.1', 'fluid_eight': '0.0', 'time': '23-16-54-5', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '763.87', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-54-11', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '763.81', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-54-16', 'fluid_six': '0.0', 'oil_pressure': '6.52', 'fluid_four': '0.78', 'engine_speed': '763.98', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.1', 'fluid_eight': '0.0', 'time': '23-16-54-20', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.04', 'fluid_five': '0.0', 'battery_voltage': '25.3', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
{'fluid_three': '1.09', 'fluid_eight': '0.0', 'time': '23-16-54-25', 'fluid_six': '0.0', 'oil_pressure': '6.48', 'fluid_four': '0.78', 'engine_speed': '764.21', 'fluid_five': '0.0', 'battery_voltage': '25.2', 'fluid_one': '1.11', 'oil_allowance': '488', 'fluid_senven': '0.0', 'water_temperature': '66.1', 'fluid_two': '1.17'}
