{'flow_one': '0.0', 'flow_two': '0.0', 'flow_four': '0.0', 'time': '23-11-1-2', 'flow_three': '0.0'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-56-7'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-56-14'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-56-19'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-56-25'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-56-30'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-56-35'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-56-41'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-56-46'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-56-50'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-56-55'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-57-1'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-57-6'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-57-11'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-57-16'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-57-21'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-57-26'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-57-31'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-57-35'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-57-39'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-57-44'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-57-47'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-57-52'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-57-56'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-58-2'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-58-8'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-58-12'}
{'flow_two': '-33.3', 'flow_one': '0.0', 'flow_four': '-33.3', 'flow_three': '-33.3', 'time': '24-16-58-17'}
